file_name,file_path,file_size_mb,page_count,inventory_timestamp,title,author,subject,creator,producer,creation_date,modification_date
6523af0be1e881696837387.pdf,/home/manu/mining_gpt/data/raw_pdfs/6523af0be1e881696837387.pdf,0.84,2,2026-06-01T15:13:34.879535,,,,PDFium,PDFium,2023-10-09 10:41:21,
652cc2265412c1697432102.pdf,/home/manu/mining_gpt/data/raw_pdfs/652cc2265412c1697432102.pdf,0.57,3,2026-06-01T15:13:34.883050,,,,,iTextSharp™ 5.5.13.1 ©2000-2019 iText Group NV (AGPL-version),2023-10-13 18:06:10+05:30,2023-10-13 18:09:19+05:30
652cc26c47f961697432172.pdf,/home/manu/mining_gpt/data/raw_pdfs/652cc26c47f961697432172.pdf,1.11,3,2026-06-01T15:13:34.886930,,,,,iTextSharp™ 5.5.13.1 ©2000-2019 iText Group NV (AGPL-version),2023-10-12 22:21:16+05:30,2023-10-12 22:22:39+05:30
65ae5352376011705923410.pdf,/home/manu/mining_gpt/data/raw_pdfs/65ae5352376011705923410.pdf,1.46,24,2026-06-01T15:13:34.896591,,,,,iTextSharp™ 5.5.13.1 ©2000-2019 iText Group NV (AGPL-version),2024-01-21 20:23:45+05:30,2024-01-21 20:30:11+05:30
65ae5390911361705923472.pdf,/home/manu/mining_gpt/data/raw_pdfs/65ae5390911361705923472.pdf,1.22,9,2026-06-01T15:13:34.908332,,,,,iTextSharp™ 5.5.13.1 ©2000-2019 iText Group NV (AGPL-version),2024-01-21 21:24:36+05:30,2024-01-21 21:27:22+05:30
65ae53c19cab41705923521.pdf,/home/manu/mining_gpt/data/raw_pdfs/65ae53c19cab41705923521.pdf,0.7,4,2026-06-01T15:13:34.915812,,,,,iTextSharp™ 5.5.13.1 ©2000-2019 iText Group NV (AGPL-version),2024-01-21 20:31:54+05:30,2024-01-21 20:36:06+05:30
65e17ed6d85c51709276886.pdf,/home/manu/mining_gpt/data/raw_pdfs/65e17ed6d85c51709276886.pdf,1.24,9,2026-06-01T15:13:34.923709,,,,PDFium,PDFium,2024-02-29 14:14:59,
65e6e33f561941709630271.pdf,/home/manu/mining_gpt/data/raw_pdfs/65e6e33f561941709630271.pdf,0.35,2,2026-06-01T15:13:34.925958,,,,Mozilla Firefox 123.0,cairo 1.17.4 (https://cairographics.org),2024-02-29 13:48:32+05:30,
65e6e43e9dfae1709630526.pdf,/home/manu/mining_gpt/data/raw_pdfs/65e6e43e9dfae1709630526.pdf,1.13,3,2026-06-01T15:13:34.928806,,,,PDFium,PDFium,2024-02-29 16:30:19,
65fd6174b1a681711104372.pdf,/home/manu/mining_gpt/data/raw_pdfs/65fd6174b1a681711104372.pdf,1.31,16,2026-06-01T15:13:34.934460,,,,PDFium,PDFium,2024-03-22 16:04:34,
65fd6b57ab0551711106903.pdf,/home/manu/mining_gpt/data/raw_pdfs/65fd6b57ab0551711106903.pdf,0.6,6,2026-06-01T15:13:34.937648,,,,PDFium,PDFium,2024-03-22 16:17:33,
6631dd7518bf71714543989.pdf,/home/manu/mining_gpt/data/raw_pdfs/6631dd7518bf71714543989.pdf,1.13,3,2026-06-01T15:13:34.941013,,,,PDFium,PDFium,2024-05-01 09:57:46,
663482301e1eb1714717232.pdf,/home/manu/mining_gpt/data/raw_pdfs/663482301e1eb1714717232.pdf,0.59,3,2026-06-01T15:13:34.944135,,,,,iTextSharp™ 5.5.13.1 ©2000-2019 iText Group NV (AGPL-version),2024-02-21 15:24:58+05:30,2024-02-21 15:27:33+05:30
666a9ae9e4af51718262505.pdf,/home/manu/mining_gpt/data/raw_pdfs/666a9ae9e4af51718262505.pdf,1.69,46,2026-06-01T15:13:34.952677,"Mines and Minerals (Development and Regulation) Act, 1957.pdf",RoomNo302da  YP,,,Microsoft: Print To PDF,2024-06-13 12:53:42+05:30,2024-06-13 12:53:42+05:30
666ab5ceae0021718269390.pdf,/home/manu/mining_gpt/data/raw_pdfs/666ab5ceae0021718269390.pdf,1.76,45,2026-06-01T15:13:34.965827,,,,,iTextSharp™ 5.5.13.1 ©2000-2019 iText Group NV (AGPL-version),2024-06-07 19:21:58+05:30,2024-06-07 19:26:31+05:30
68ac5fc3960e81756127171.pdf,/home/manu/mining_gpt/data/raw_pdfs/68ac5fc3960e81756127171.pdf,0.48,5,2026-06-01T15:13:34.971770,,,,,iTextSharp™ 5.5.13.1 ©2000-2019 iText Group NV (AGPL-version),2025-08-22 12:50:10+05:30,2025-08-22 13:06:45+05:30
68b696bcb25901756796604.pdf,/home/manu/mining_gpt/data/raw_pdfs/68b696bcb25901756796604.pdf,0.41,1,2026-06-01T15:13:34.974411,,,,PDFium,PDFium,2025-09-02 12:27:13,
6932ab31a99451764928305.pdf,/home/manu/mining_gpt/data/raw_pdfs/6932ab31a99451764928305.pdf,0.81,61,2026-06-01T15:13:35.009441,,INDIA CODE,,Microsoft® Word 2021,Microsoft® Word 2021,2025-11-26 15:45:39+05:30,2025-11-26 15:45:39+05:30
69cdf64def4391775105613.pdf,/home/manu/mining_gpt/data/raw_pdfs/69cdf64def4391775105613.pdf,0.62,5,2026-06-01T15:13:35.013038,,,,,iTextSharp™ 5.5.13.1 ©2000-2019 iText Group NV (AGPL-version),2026-03-31 00:06:45+05:30,2026-03-31 00:07:55+05:30
69d6013718cfa1775632695.pdf,/home/manu/mining_gpt/data/raw_pdfs/69d6013718cfa1775632695.pdf,0.58,12,2026-06-01T15:13:35.017883,Microsoft Word - 3506gi.doc,Press-3,,Microsoft® Word 2013,Microsoft® Word 2013,2026-02-10 16:44:02+05:30,2026-02-10 16:44:02+05:30
69d6016151f8d1775632737.pdf,/home/manu/mining_gpt/data/raw_pdfs/69d6016151f8d1775632737.pdf,0.8,3,2026-06-01T15:13:35.020516,,acer1,,Microsoft® Word 2013,Microsoft® Word 2013,2026-02-06 15:59:45+05:30,2026-02-06 15:59:45+05:30
69d601a551c9c1775632805.pdf,/home/manu/mining_gpt/data/raw_pdfs/69d601a551c9c1775632805.pdf,1.98,83,2026-06-01T15:13:35.049133,,acer1,,Microsoft® Word 2013,Microsoft® Word 2013,2026-02-19 11:27:33+05:30,2026-02-19 11:27:33+05:30
